taxon,p_value,clr_diff,q_value
Ruminococcus bromii,0.0008833019337318187,2.292412773016321,0.2305418047040047
Bifidobacterium longum,0.004674216826528389,1.6407158892574514,0.3049926479309774
Clostridium sp. CAG:58,0.004577136361881314,-1.8433848454130517,0.3049926479309774
Streptococcus sanguinis,0.004296752980444008,1.2595994199580431,0.3049926479309774
Phascolarctobacterium sp. CAG:266,0.014439353401784616,-1.7359160806263698,0.5073326179098084
Phocaeicola plebeius,0.011082177849424776,-1.337306724433373,0.5073326179098084
Streptococcus sp. A12,0.015550425070032441,0.7390658531990444,0.5073326179098084
Anaerostipes hadrus,0.014710350497299471,0.9032401822982958,0.5073326179098084
[Ruminococcus] lactaris,0.021917679125494187,-2.0162763193190596,0.5579679932296956
Lawsonibacter asaccharolyticus,0.023515892434968013,-0.9650080993190677,0.5579679932296956
Bacteroides stercoris,0.019697681911110577,-1.7857314315042996,0.5579679932296956
Eubacterium sp. CAG:180,0.029427990165027212,-2.23460829600076,0.6400587860893419
Blautia wexlerae,0.04235001528408583,0.8698888542598637,0.7229561873247026
Bacteroides cellulosilyticus,0.04100434211852629,-1.579830585337832,0.7229561873247026
Roseburia sp. CAG:182,0.07370024846736321,-0.9886041565570338,0.7229561873247026
Parabacteroides sp. CAG:409,0.07156244902243454,-1.0320036399445165,0.7229561873247026
Desulfovibrio piger,0.04515364096337505,-1.5480032981803706,0.7229561873247026
Clostridium sp. CAG:299,0.06162264146492816,-0.7551349738228823,0.7229561873247026
Monoglobus pectinilyticus,0.057098502141601386,-0.9970016363171668,0.7229561873247026
Prevotella copri,0.053681242729130274,-1.6853635760454786,0.7229561873247026
Phocaeicola massiliensis,0.05123183988066876,-1.0142996111509914,0.7229561873247026
Alistipes indistinctus,0.07478857110255543,0.9362257439911639,0.7229561873247026
Ruminococcus callidus,0.05622765979742056,-1.0382648529607121,0.7229561873247026
Schaalia odontolytica,0.07262491012698274,0.5733769457545316,0.7229561873247026
Anaerobutyricum hallii,0.03842145931884304,0.5859503815948779,0.7229561873247026
Flavonifractor plautii,0.07051275822384881,-1.179989506692997,0.7229561873247026
