FeatureID,Log2(FC),SE,W,pvalue,qvalue,Signif
[Bacteroides] pectinophilus,0.45701562789980676,0.37461069495801963,1.219974854030854,0.2224744075346995,0.7660966326464624,False
[Clostridium] innocuum,-0.1389713864781317,0.37273098854656145,-0.3728463442764471,0.7092628080737327,0.9653855482091309,False
[Clostridium] leptum,-0.12748478564399993,0.34055728823516757,-0.37434167480205827,0.7081501302153521,0.9653855482091309,False
[Clostridium] methylpentosum,0.017880218477895907,0.083210891869367,0.21487834195992164,0.8298621710907819,0.9653855482091309,False
[Clostridium] scindens,-0.16092984368957466,0.14021114678926758,-1.1477678299817815,0.2510644210578309,0.8190976737011734,False
[Clostridium] spiroforme,-0.13953068126760018,0.3498946439778826,-0.3987791287151573,0.6900559570369431,0.9653855482091309,False
[Clostridium] symbiosum,-0.13179654874819657,0.25038748372257474,-0.526370355214021,0.5986309087527799,0.9399774114087164,False
[Eubacterium] brachy,0.04694221604131517,0.13159759441857263,0.35671028979455355,0.7213087015186781,0.9653855482091309,False
[Eubacterium] infirmum,0.05277588201844598,0.06921321336169282,0.7625116571694336,0.4457546884127257,0.8747516817723414,False
[Eubacterium] rectale,0.5249274117596592,0.5193839347167903,1.010673177725244,0.312172878758436,0.8487200141244979,False
[Eubacterium] siraeum,0.17618247908142945,0.5497046659326081,0.32050388144791336,0.7485863884622734,0.9653855482091309,False
[Eubacterium] sulci,-0.06348048964126411,0.1998614239762411,-0.31762252253746814,0.7507712876736803,0.9653855482091309,False
[Ruminococcus] gnavus,0.009938621722739087,0.5613318312154414,0.017705430495931745,0.9858738484184587,0.9923681364405078,False
[Ruminococcus] lactaris,1.522859256602543,0.6124724998719827,2.486412462471126,0.012903831125360206,0.3492916184404706,False
[Ruminococcus] torques,-0.39034906477764497,0.5516388989796677,-0.7076170036225681,0.4791831306747246,0.8933342650435938,False
Acidaminococcus fermentans,-0.07619245741311255,0.3622992684382981,-0.2103025428164468,0.8334315507862204,0.9653855482091309,False
Acidaminococcus intestini,0.33276188063009715,0.3583577475375548,0.9285745401534112,0.3531096213120669,0.8595186744353119,False
Actinomyces graevenitzii,0.19453682183535326,0.16918137737675384,1.1498713679469272,0.25019685520302604,0.8190976737011734,False
Actinomyces naeslundii,-0.06553598724800212,0.10746782459771174,-0.6098196133896391,0.5419813075268045,0.9368021275794436,False
Actinomyces oris,-0.16341331504739226,0.18208769789481155,-0.8974429186412851,0.3694826195326727,0.8595186744353119,False
Actinomyces sp. HMSC035G02,0.14028212491834707,0.16516361545335434,0.8493524710832313,0.39568519181649864,0.8595186744353119,False
Actinomyces sp. HPA0247,-0.05290502198945925,0.09992108896787381,-0.5294680285807237,0.5964808174122264,0.9399774114087164,False
Actinomyces sp. ICM47,0.2595975242175617,0.27413380624139144,0.9469737708634532,0.34365214457712057,0.8595186744353119,False
Actinomyces sp. oral taxon 181,0.1851845230228978,0.10453390558339391,1.771525917733585,0.07647328669318706,0.6252298761677587,False
Actinomyces sp. oral taxon 448,-0.13214686279500484,0.10527711181362771,-1.2552288006242487,0.20939571322786188,0.7484641029798065,False
Actinomyces sp. S6-Spd3,0.022131847721284806,0.1846535719879552,0.1198560498073032,0.904597180588959,0.9653855482091309,False
Adlercreutzia caecimuris,-0.09582269323980068,0.20293920383758318,-0.4721743824149904,0.6368023233888119,0.956207132699844,False
Adlercreutzia equolifaciens,0.45943352110001384,0.43195641276343644,1.063610835548876,0.28750503173604136,0.8487200141244979,False
Aeriscardovia aeriphila,-0.10137758424044443,0.11984550523583884,-0.8459022642605396,0.39760726927044965,0.8595186744353119,False
Agathobaculum butyriciproducens,0.6282454155404915,0.3004285943301834,2.0911638485716977,0.03651337879012829,0.501578519169657,False
Akkermansia muciniphila,0.24053975230785943,0.6035624853108953,0.3985333054355711,0.6902371129679457,0.9653855482091309,False
Alistipes finegoldii,0.07209062474680807,0.4781029704802563,0.15078472462614645,0.8801455364683086,0.9653855482091309,False
Alistipes indistinctus,-0.5088864631745641,0.36058119169421327,-1.4112950838714833,0.15815762346227025,0.6964426062917791,False
Alistipes inops,0.21791420934176395,0.4138502675543049,0.5265532643715629,0.5985038541101975,0.9399774114087164,False
Alistipes onderdonkii,0.004036171004364828,0.23260307881887085,0.017352182201800577,0.9861556564796463,0.9923681364405078,False
Alistipes putredinis,0.27187754469531744,0.5368723388197356,0.506410043946416,0.6125688250792374,0.9460382446489997,False
Alistipes shahii,-0.07927103117435813,0.3848218157246701,-0.20599411970727374,0.8367955046009753,0.9653855482091309,False
Allisonella histaminiformans,0.10168461942315961,0.22558409118777728,0.4507614827258224,0.6521614645840956,0.9653855482091309,False
Alloscardovia omnicolens,-0.08091958413771193,0.18809196241331666,-0.4302128761881796,0.6670407963495173,0.9653855482091309,False
Anaerobutyricum hallii,-0.5732180061535054,0.3908234245728954,-1.4666930642141953,0.14245957047945537,0.688554590650701,False
Anaeromassilibacillus sp. An250,0.16356537280592637,0.2765569095513787,0.5914347722183352,0.5542291476857661,0.9399774114087164,False
Anaerostipes hadrus,-0.7776732205238784,0.3235761564126649,-2.4033699798698764,0.01624474264886675,0.35332315261285185,False
Anaerotignum lactatifermentans,0.24393653737577795,0.23759479404823572,1.026691423744978,0.3045657889322767,0.8487200141244979,False
Anaerotruncus colihominis,0.27624075647065177,0.3189691068484347,0.8660423550106178,0.3864669351683562,0.8595186744353119,False
Bacteroides caccae,0.5396099633442132,0.5214476186407514,1.0348306216275476,0.3007480195841835,0.8487200141244979,False
Bacteroides cellulosilyticus,1.2111343667046301,0.5327336418886898,2.2734332346851986,0.023000085262170046,0.40020148356175883,False
Bacteroides clarus,-0.7132926167841747,0.4106340424497839,-1.7370518345940658,0.0823780219402595,0.6252298761677587,False
Bacteroides eggerthii,0.13162740756482802,0.5602430474915702,0.23494697195114872,0.8142498914288269,0.9653855482091309,False
Bacteroides faecis,-0.8282867899923774,0.41820049636635087,-1.9805973383321474,0.04763644767562432,0.5651414928789976,False
Bacteroides faecis CAG:32,-0.31541716374219253,0.2949821670242009,-1.069275363063948,0.2849456086510552,0.8487200141244979,False
Bacteroides finegoldii,0.4307580429373455,0.4778895751483774,0.9013756845472131,0.367388605215794,0.8595186744353119,False
Bacteroides fragilis,-0.1736036854507789,0.547008666323205,-0.3173691682394728,0.7509634990597394,0.9653855482091309,False
Bacteroides galacturonicus,0.30054179636083633,0.31988332171402434,0.9395356867949517,0.34745577866799093,0.8595186744353119,False
Bacteroides intestinalis,-0.6394740179830068,0.3834162304561526,-1.6678324160201063,0.09534899894277885,0.6252298761677587,False
Bacteroides nordii,-0.47472066811774777,0.19462397538046358,-2.4391684898519466,0.014721102692893397,0.3492916184404706,False
Bacteroides ovatus,-0.6093720242698566,0.4797834683851242,-1.2700980013357006,0.20404972349376493,0.7484641029798065,False
Bacteroides salyersiae,-0.035505979954597554,0.36594925192909833,-0.09702432719134713,0.9227070752841158,0.9710747848756218,False
Bacteroides sp. CAG:144,0.24254426623482878,0.388675006837037,0.6240284607147955,0.5326088941739893,0.9267394758627414,False
Bacteroides stercoris,1.3257544048534888,0.6335233002271692,2.092668737484634,0.036378735842828074,0.501578519169657,False
Bacteroides thetaiotaomicron,0.30296908492876146,0.46630362686801563,0.6497249162818864,0.5158699263713036,0.9222058272802072,False
Bacteroides uniformis,-0.03779920348716452,0.30505916420619134,-0.12390777895666104,0.901388293700041,0.9653855482091309,False
Bacteroides xylanisolvens,-0.38506936585523005,0.4532200231440553,-0.849630082942819,0.39553078127932917,0.8595186744353119,False
Barnesiella intestinihominis,0.13080188909604537,0.5187166214249844,0.25216444527402065,0.8009139587707905,0.9653855482091309,False
Bifidobacterium adolescentis,-0.38379457716247395,0.6534322295578163,-0.5873517708518775,0.5569674779082335,0.9399774114087164,False
Bifidobacterium animalis,-0.5567613282464321,0.34806923564147985,-1.5995706349064138,0.10969386719079427,0.6405798355163449,False
Bifidobacterium bifidum,-0.07138307507933454,0.5294847216412379,-0.13481611869379198,0.8927572613131595,0.9653855482091309,False
Bifidobacterium catenulatum,-0.8344202346459003,0.416157267196413,-2.0050598665914454,0.04495664731310416,0.5651414928789976,False
Bifidobacterium dentium,-0.054403453302615395,0.2354081917096852,-0.2311026345663787,0.8172350684300685,0.9653855482091309,False
Bifidobacterium longum,-1.5630458148643973,0.5439904534476203,-2.8732964061379427,0.004062128038938796,0.33226326329871253,False
Bifidobacterium pseudocatenulatum,-0.7845425219503994,0.5104494782925265,-1.5369640979450598,0.12430210140784295,0.675892676405146,False
Bilophila wadsworthia,0.4555077318234401,0.3626735925944696,1.255971598496764,0.2091262675791764,0.7484641029798065,False
Blautia coccoides,-0.1648264807142085,0.1506063313154534,-1.0944193333344678,0.2737711085020219,0.8487200141244979,False
Blautia hydrogenotrophica,-0.15539091525281895,0.28095655042185064,-0.5530781005799744,0.5802099316503779,0.9399774114087164,False
Blautia obeum,-0.0933493250462026,0.39480119547205283,-0.23644640927337465,0.8130862875127528,0.9653855482091309,False
Blautia producta,-0.3984769594197139,0.18674799522556476,-2.133768338120101,0.032861748882444704,0.501578519169657,False
Blautia sp. CAG:257,-0.6188965217924934,0.4019260571357416,-1.5398268184027564,0.1236025729461914,0.675892676405146,False
Blautia wexlerae,-0.6814711411421078,0.35803561011910034,-1.9033613469772375,0.056993411027144135,0.593678243663188,False
Butyricimonas synergistica,0.32864018940633755,0.3734841529831567,0.8799307461410779,0.37889682744719655,0.8595186744353119,False
Butyricimonas virosa,-0.1674053456255708,0.396053021944609,-0.42268417699129107,0.6725257016022443,0.9653855482091309,False
Butyrivibrio crossotus,0.7299099893900656,0.6904503184437363,1.057150630381735,0.29044284727487213,0.8487200141244979,False
Butyrivibrio sp. CAG:318,-0.5068185363320706,0.4829130185552363,-1.0495027403658617,0.29394679465551377,0.8487200141244979,False
Catenibacterium mitsuokai,0.14983037392073734,0.4023495575763241,0.3723885638728834,0.7096035673717853,0.9653855482091309,False
Christensenella hongkongensis,-0.02713586772630182,0.1502463279652895,-0.18060919087866728,0.8566743412498791,0.9653855482091309,False
Christensenella minuta,-0.2474872805262842,0.1857614131689963,-1.332285733103962,0.18276631347832206,0.7484641029798065,False
Cloacibacillus porcorum,0.45794087950847145,0.3247338246463807,1.4102038184877932,0.1584795086409022,0.6964426062917791,False
Clostridium bolteae CAG:59,0.21320381247660167,0.18031655517402848,1.1823862333152537,0.2370524831257107,0.8035155596858505,False
Clostridium disporicum,0.08923765409734331,0.38214012059737956,0.23352076708889602,0.815357045461493,0.9653855482091309,False
Clostridium paraputrificum,0.24905995591081262,0.26463333836521824,0.9411510939981684,0.3466274349961106,0.8595186744353119,False
Clostridium perfringens,0.02721377228564166,0.22862587155367,0.1190319017734317,0.9052500814874282,0.9653855482091309,False
Clostridium sp. CAG:167,-0.10309687239021022,0.37571912531892165,-0.27439878739922674,0.7837781747777679,0.9653855482091309,False
Clostridium sp. CAG:242,0.3720755994610771,0.3502840782377089,1.0622109955239818,0.28813990925192157,0.8487200141244979,False
Clostridium sp. CAG:253,-0.008774944041344613,0.4302912659797601,-0.02039303312690843,0.9837298414554478,0.9923681364405078,False
Clostridium sp. CAG:299,0.44314523326022354,0.29221795864325173,1.5164887035612629,0.12939582459980628,0.676683753136365,False
Clostridium sp. CAG:58,1.4128400140005348,0.4342727379995516,3.253347240972777,0.0011405403010378578,0.2976810185708809,False
Collinsella aerofaciens,0.31731066473137387,0.5903183526478769,0.5375246480277545,0.5909052639610526,0.9399774114087164,False
Collinsella intestinalis,0.2609578198634979,0.3136809862975471,0.8319210639562393,0.40545350142574565,0.8595186744353119,False
Coprobacillus cateniformis,0.03453923589665574,0.3451411987167939,0.10007277028957924,0.9202865529525411,0.9710747848756218,False
Coprobacter fastidiosus,-0.04674889675167146,0.45207617530438354,-0.1034093352081546,0.9176381034439993,0.9710747848756218,False
Coprobacter secundus,0.1737907344392026,0.3188053805920645,0.545131120799937,0.5856633401567687,0.9399774114087164,False
Coprococcus catus,0.21902881351469336,0.4001096748830179,0.5474219376942883,0.5840888870988965,0.9399774114087164,False
Coprococcus comes,-0.06043134188972958,0.46007738101772744,-0.13135038665898047,0.8954981342382544,0.9653855482091309,False
Coprococcus eutactus,-0.6823484512982038,0.6715844004305261,-1.0160278452876172,0.309616126837563,0.8487200141244979,False
Denitrobacterium detoxificans,0.06614869293126664,0.08484165894755105,0.779672318432147,0.43558377648612034,0.8747516817723414,False
Desulfovibrio piger,1.1963664020547473,0.4826065671466816,2.4789683429465814,0.013176300010997373,0.3492916184404706,False
Desulfovibrionaceae bacterium,0.1630873325273605,0.2892940410911925,0.563742453568034,0.5729294206597655,0.9399774114087164,False
Dialister invisus,-0.3551309983686463,0.42099175757908625,-0.8435580791672209,0.39891639807802237,0.8595186744353119,False
Dialister pneumosintes,0.010248535096869196,0.05531758046714974,0.18526723349650612,0.853019436986162,0.9653855482091309,False
Dielma fastidiosa,-0.07864980533113629,0.20041153882000656,-0.3924415020922183,0.6947320261485007,0.9653855482091309,False
Dorea formicigenerans,0.09310233017398932,0.32230208596255566,0.2888666695902357,0.7726834107041154,0.9653855482091309,False
Dorea longicatena,0.674506082016377,0.3668452496788396,1.8386665292978004,0.06596424929590977,0.593678243663188,False
Dorea sp. CAG:317,-0.4412114551282222,0.309645714567929,-1.4248912042715538,0.15418865257456754,0.6964426062917791,False
Eggerthella lenta,-0.7667664260412079,0.42432664799810044,-1.807019261360744,0.07075927603268918,0.6156057014843959,False
Eisenbergiella massiliensis,-0.23677393756764462,0.28064641214309594,-0.8436734884995372,0.3988518861542165,0.8595186744353119,False
Eisenbergiella tayi,0.04497965967533365,0.3311026084070797,0.13584809824280406,0.8919413665801326,0.9653855482091309,False
Enorma massiliensis,-0.017518765207216985,0.4275855405765601,-0.04097136957342975,0.9673187204601135,0.9900791609415279,False
Enterocloster aldenensis,-0.20652538313217295,0.12672787349972492,-1.6296760722700934,0.10316997707234019,0.6262177678111811,False
Enterocloster asparagiformis,-0.03138338463924141,0.2644180398270976,-0.11868851557844895,0.9055221354707181,0.9653855482091309,False
Enterocloster bolteae,-0.14165573742301035,0.3475092078548845,-0.40763160866276676,0.683544154742136,0.9653855482091309,False
Enterocloster citroniae,0.34796976185549133,0.26999938520793876,1.2887798303225915,0.1974746399800147,0.7484641029798065,False
Enterocloster clostridioformis,-0.13996768071559063,0.2206708848835823,-0.634282500790407,0.5258964746375079,0.9267394758627414,False
Enterocloster lavalensis,0.11989232109267949,0.2341294117797102,0.512077146486341,0.608597018266122,0.945498939092011,False
Enterococcus durans,0.3578319511006683,0.33267924792366754,1.0756064687953484,0.2821032931393156,0.8487200141244979,False
Enterococcus faecalis,-0.06711571517187719,0.46876046922023956,-0.1431769946034932,0.8861503982614859,0.9653855482091309,False
Enterococcus faecium,-0.24456650896991652,0.3914420046953457,-0.6247835082498607,0.5321131559943365,0.9267394758627414,False
Erysipelatoclostridium ramosum,-0.7100497003216791,0.3831816011865955,-1.8530370407213543,0.06387704973833018,0.593678243663188,False
Escherichia coli,0.15617506578647034,0.5422544067485099,0.28801068989542056,0.7733385558698991,0.9653855482091309,False
Eubacteriaceae bacterium CHKCI005,-0.10991583652676266,0.13598424456917313,-0.8082983206988376,0.4189188690196525,0.8677605143978515,False
Eubacterium limosum,-0.01902158669032527,0.13765562343400145,-0.138182416495648,0.8900962513813931,0.9653855482091309,False
Eubacterium ramulus,0.18939112896969496,0.35543633008793063,0.5328412234136052,0.5941434950008482,0.9399774114087164,False
Eubacterium sp. CAG:180,1.8301118077275405,0.7393278851629781,2.4753723543433086,0.013309732970142749,0.3492916184404706,False
Eubacterium sp. CAG:251,-0.4407569925166299,0.5769241694599702,-0.7639773402615468,0.4448807462353672,0.8747516817723414,False
